Игрок,Координаты,Очки,Копья,Мечи,Топоры,Лазы,ЛК,ТК,Тараны,Каты,Пал,Двор
FlameisteR,457|560,10636,11573,6764,0,300,200,0,7,46,0,0
FlameisteR,488|598,9229,0,0,1061,3,51,0,177,4,0,4
FlameisteR,426|580,4478,3651,2150,0,300,200,0,8,53,0,0
FlameisteR,470|536,10319,0,0,894,22,425,0,98,9,0,2
FlameisteR,467|540,10409,0,0,1186,4,72,0,97,4,0,3
FlameisteR,468|539,10365,0,0,153,14,77,0,40,4,0,3
FlameisteR,469|540,10414,10098,10,89,255,0,661,32,161,0,0
FlameisteR,492|582,9506,0,0,3877,9,1052,0,631,4,0,6
FlameisteR,487|587,9229,11770,6867,0,448,178,0,4,23,0,0
FlameisteR,468|579,9229,11459,6691,0,284,172,0,0,23,0,0
FlameisteR,502|594,9828,11782,6895,0,346,172,15,0,27,0,0
FlameisteR,473|590,9229,11564,6733,0,610,162,70,1,23,0,0
FlameisteR,506|593,9229,0,0,350,10,1797,0,105,4,0,4
FlameisteR,509|595,9337,0,0,2150,10,2060,0,208,4,0,6
FlameisteR,484|594,9229,10447,6122,0,283,163,100,7,23,0,0
FlameisteR,501|598,9229,11993,6997,0,250,0,0,0,0,0,0
FlameisteR,504|601,9229,12000,6999,0,243,0,0,0,1,0,0
FlameisteR,458|593,9229,9327,5474,0,285,190,0,0,30,0,0
FlameisteR,438|589,9229,11020,6435,0,260,167,70,0,28,0,0
FlameisteR,410|555,5652,5144,3028,0,267,148,70,0,28,0,0
FlameisteR,494|608,5739,4901,2855,0,285,156,0,15,28,0,0
FlameisteR,476|585,9229,11960,6982,0,290,163,70,6,23,0,0
FlameisteR,516|590,9492,10126,5903,0,333,189,70,0,28,0,0
FlameisteR,519|598,9291,11656,6814,0,300,200,0,0,100,0,0
FlameisteR,453|573,9258,10788,6283,0,280,194,0,3,100,0,0
FlameisteR,484|587,9229,11775,6899,0,263,160,70,9,23,0,0
FlameisteR,432|565,9229,11646,6802,0,568,175,67,0,40,0,0
Ewerverds,508|542,10869,0,3,505,33,262,0,50,0,0,0
Ewerverds,494|580,11293,7035,7020,0,400,250,600,0,48,0,0
Ewerverds,475|570,11290,6469,6468,0,400,250,600,0,96,0,0
Ewerverds,468|580,11296,0,3,1441,43,766,0,176,0,0,2
Ewerverds,459|575,11286,7365,7402,0,400,250,600,0,150,0,0
Ewerverds,474|558,11299,0,3,3284,36,1720,0,257,0,0,4
Ewerverds,490|555,11291,0,3,833,16,420,0,116,0,0,2
Ewerverds,482|554,11293,7146,7132,0,380,123,270,0,50,0,0
Ewerverds,463|571,11307,0,3,3296,45,546,0,193,0,0,2
Ewerverds,495|552,11287,8618,8628,0,800,0,0,0,0,1,0
Ewerverds,490|551,11288,0,3,725,26,387,0,105,0,0,1
Ewerverds,468|583,11287,0,3,1367,42,470,0,156,0,0,2
Ewerverds,479|557,11250,0,3,700,19,382,0,107,0,0,4
Ewerverds,482|556,11223,0,3,632,26,343,0,96,0,0,2
Ewerverds,488|580,11307,0,3,6275,43,1482,0,320,0,0,2
Ewerverds,480|559,11293,7606,7603,0,395,140,301,0,45,0,0
Ewerverds,479|579,11293,4363,4360,0,364,219,479,0,150,0,0
Ewerverds,498|583,11302,0,3,3327,50,2456,0,269,0,0,3
Ewerverds,496|534,8748,4073,4071,0,668,151,4,0,0,1,0
Ewerverds,461|576,11307,0,3,1404,41,490,0,156,0,0,0
Ewerverds,471|582,11290,0,3,2346,45,1423,0,222,0,0,2
Ewerverds,463|579,11302,0,3,2343,44,479,0,194,0,0,2
Ewerverds,497|586,11307,0,3,2250,32,1380,0,238,0,0,2
Ewerverds,495|581,11288,0,3,1510,41,454,0,156,0,0,2
Ewerverds,492|553,11290,0,3,824,21,382,0,107,0,0,2
Ewerverds,513|549,8748,4983,4990,0,101,0,0,0,0,0,0
Ewerverds,476|573,11288,0,3,5350,42,479,0,235,0,0,2
Ewerverds,489|559,11190,0,3,818,19,382,0,113,0,0,1
Ewerverds,481|576,11288,0,3,5956,43,573,0,272,0,0,2
Ewerverds,479|585,11290,8470,8428,0,250,43,100,6,45,0,0
Ewerverds,473|585,7664,0,3,9704,42,3018,0,930,0,0,0
Ewerverds,479|588,11281,8649,8658,0,203,52,106,3,45,0,0
Ewerverds,471|595,11281,0,3,1343,18,492,0,202,0,0,2
Ewerverds,427|567,11281,0,3,3277,41,1363,0,269,0,0,0
Ewerverds,412|549,11281,0,3,2702,50,2711,0,310,0,0,2
Ewerverds,520|601,11281,0,3,800,29,425,0,121,0,0,0
Ewerverds,451|591,11281,0,3,3991,12,339,0,189,0,0,0
Ewerverds,531|600,7664,0,3,631,48,313,0,81,0,0,0
Ewerverds,435|582,11286,0,2,2656,38,1567,0,129,0,0,0
Ewerverds,518|570,8748,4907,4999,0,127,0,3,0,0,0,0
Ewerverds,475|578,11281,7631,7623,0,400,250,600,0,47,0,0
Ewerverds,457|587,11286,0,3,3446,37,431,0,194,0,0,2
Ewerverds,482|560,11288,0,3,705,20,380,0,110,0,0,2
Ewerverds,483|560,11291,8151,8108,0,303,80,157,0,45,0,0
Ewerverds,495|563,11288,0,3,758,28,403,0,110,0,0,0
Ewerverds,482|561,11290,9016,9123,0,176,100,205,0,48,0,0
Ewerverds,483|561,11288,0,3,644,10,304,0,86,0,0,2
Ewerverds,484|561,11281,9075,9097,0,130,80,177,0,45,1,0
Ewerverds,478|561,11286,7078,7091,0,380,60,132,0,49,0,0
Ewerverds,482|565,11281,6054,6041,0,366,153,336,0,63,1,0
Ewerverds,491|567,11281,5826,5812,0,652,250,891,0,53,0,0
Ewerverds,481|562,11288,0,3,1543,38,303,0,147,0,0,2
Ewerverds,480|562,11281,7675,6171,0,399,60,108,0,53,1,0
Ewerverds,480|565,11281,7392,7385,0,400,250,599,0,150,0,0
Ewerverds,481|564,11288,0,3,2837,44,1433,0,225,0,0,2
Ewerverds,484|567,11281,7633,7608,0,299,120,257,0,46,0,0
Ewerverds,483|572,11288,0,3,1587,41,479,0,155,0,0,2
Ewerverds,484|573,11288,0,3,1356,43,479,0,155,0,0,2
Ewerverds,481|575,11281,7609,7619,0,300,171,408,0,47,0,0
Ewerverds,481|582,11281,7547,6798,0,320,193,600,0,109,0,0
Ewerverds,503|588,11281,0,3,653,24,329,0,128,0,0,2
Ewerverds,481|585,11288,0,3,2534,43,1512,0,251,0,0,2
Ewerverds,452|575,11288,0,3,2431,30,1430,0,243,0,0,0
Ewerverds,458|581,11281,0,3,3587,45,474,0,193,0,0,2
Ewerverds,466|583,11299,0,3,1352,27,428,0,151,0,0,2
Ewerverds,453|577,11281,8476,7340,0,300,200,490,0,150,0,0
Ewerverds,452|577,11281,8994,8421,0,213,134,335,2,150,0,0
Ewerverds,500|591,11288,0,2,600,34,310,0,101,0,0,2
Ewerverds,469|587,11281,0,3,2065,27,501,0,171,0,0,2
Ewerverds,469|584,11281,0,3,1359,42,479,0,155,0,0,2
Ewerverds,470|587,11281,0,3,1247,34,484,0,154,0,0,2
Ewerverds,501|590,11281,0,3,4502,35,1651,0,293,0,0,2
Ewerverds,465|584,11281,0,3,1267,33,479,0,173,0,0,2
Ewerverds,458|580,11286,0,3,3356,45,479,0,195,0,0,2
Ewerverds,506|589,11281,0,3,5624,41,2247,0,250,0,0,2
Ewerverds,458|585,11281,0,3,1190,33,556,0,154,0,0,2
Ewerverds,463|586,11281,0,3,2447,27,410,0,173,0,0,2
Ewerverds,429|566,11281,0,3,2511,44,1391,0,224,0,0,0
Ewerverds,490|597,11281,0,2,1720,20,320,0,178,0,0,3
Ewerverds,473|592,11281,0,3,1450,27,1332,0,199,0,0,2
Ewerverds,447|580,11281,0,3,3355,29,427,0,191,0,0,0
Ewerverds,495|599,11286,0,3,646,24,324,0,109,0,0,2
Ewerverds,456|584,11281,0,3,2336,45,729,0,193,0,0,2
Ewerverds,467|589,11281,9088,8843,0,185,103,244,0,50,0,0
Ewerverds,474|592,11281,0,3,2014,36,1464,0,220,0,0,2
Ewerverds,445|584,11281,0,3,3528,31,420,0,219,0,0,0
Ewerverds,460|591,11281,0,3,2533,10,486,0,199,0,0,0
Ewerverds,438|575,11281,0,3,2598,36,451,0,162,0,0,0
Ewerverds,507|599,11281,0,3,3447,7,339,0,186,0,0,3
Ewerverds,488|597,11281,0,3,1078,33,1424,0,197,0,0,2
Ewerverds,412|548,11281,0,3,536,40,454,0,87,0,0,0
Ewerverds,486|599,11281,0,3,2998,37,320,0,176,0,0,3
Ewerverds,411|547,11281,0,3,2939,37,626,0,219,0,0,0
Ewerverds,401|526,11281,0,3,1660,25,535,0,223,0,0,0
Ewerverds,411|550,11281,0,3,3616,50,2412,0,347,0,0,2
Ewerverds,410|543,11281,0,3,3099,30,1584,0,320,0,0,0
Ewerverds,496|598,11281,0,3,700,31,345,0,160,0,0,2
Ewerverds,491|600,11281,0,3,1014,39,306,0,163,0,0,3
Ewerverds,451|589,11281,0,3,3354,13,382,0,189,0,0,0
Ewerverds,408|546,11286,0,3,3216,27,616,0,171,0,0,0
Ewerverds,466|598,11281,0,3,1729,18,428,0,205,0,0,2
Ewerverds,405|542,10619,0,3,2779,48,1693,0,288,0,0,0
Ewerverds,469|597,11281,0,3,1373,18,436,0,149,0,0,2
Ewerverds,456|575,11290,0,3,3105,45,474,0,193,0,0,2
Ewerverds,481|574,11296,7620,7625,0,340,218,493,0,46,0,0
Ewerverds,483|562,11290,0,3,2286,31,535,0,200,0,0,2
Ewerverds,493|554,11550,9161,9159,0,800,0,0,0,0,1,0
Ewerverds,483|573,11281,8377,8388,0,264,169,407,0,150,0,0
Ewerverds,487|560,11307,6459,6445,0,800,0,0,0,0,0,0
Ewerverds,490|554,11291,9291,9266,0,800,0,0,0,0,1,0
Ewerverds,485|584,11307,0,3,2459,43,2274,0,257,0,0,2
Ewerverds,480|570,11281,7392,7379,0,400,250,600,0,150,0,0
Ewerverds,458|577,11286,0,3,2680,45,702,0,193,0,0,2
Ewerverds,469|589,11296,0,3,1793,19,324,0,149,0,0,2
Ewerverds,496|577,11296,7372,7414,0,416,248,598,0,150,0,0
Ewerverds,458|582,11286,0,3,2624,40,312,0,211,0,0,2
Ewerverds,478|574,11290,0,3,5718,45,448,0,233,0,0,2
Ewerverds,495|586,11299,0,3,833,25,324,0,189,0,0,3
Ewerverds,476|575,11293,9217,5562,0,400,250,598,0,150,0,0
Ewerverds,474|585,11307,0,3,1110,45,2371,0,251,0,0,3
Ewerverds,436|577,11299,0,3,5302,50,2755,0,350,0,0,0
Ewerverds,491|555,11293,0,3,850,15,423,0,120,0,0,2
Ewerverds,486|571,11290,0,3,1954,41,472,0,166,0,0,2
Ewerverds,485|571,11281,5242,5230,0,400,250,600,0,150,0,0
Ewerverds,462|582,11290,0,3,1115,42,474,0,153,0,0,2
Ewerverds,491|553,11192,8668,8633,0,800,5,0,0,0,1,0
Ewerverds,491|551,8748,0,1,0,0,368,0,0,0,0,0
Ewerverds,478|577,11307,7692,7706,0,358,232,513,0,150,0,0
Ewerverds,432|569,11299,0,3,582,40,416,0,86,0,0,0
GrizzBool,408|555,251,0,0,0,0,0,0,0,0,0,0
INACHE.,509|592,8689,11605,6068,0,491,0,0,0,0,1,0
INACHE.,500|592,7042,9981,10050,0,996,0,0,0,0,1,0
INACHE.,508|589,7298,15733,5662,0,190,0,0,0,0,1,0
INACHE.,484|592,6673,16896,4965,0,0,0,0,0,0,1,2
INACHE.,456|579,5376,9558,0,0,3292,0,0,0,0,0,0
Foks,492|542,10454,0,0,0,42,0,0,0,0,0,0
Foks,466|560,9902,1000,0,496,204,280,0,43,10,0,0
Foks,465|565,9902,12107,0,500,525,245,1100,22,105,0,0
Foks,468|562,9902,1000,0,486,155,262,0,38,10,0,0
Foks,470|566,9761,9161,0,500,500,0,1500,25,105,0,0
Foks,474|557,9825,10183,0,0,1393,0,993,0,28,0,0
Foks,467|565,9761,1027,0,7575,239,2220,0,500,8,0,0
Foks,470|565,9835,1000,0,1696,232,290,0,290,10,0,1
Foks,437|570,9761,9302,9888,0,555,0,0,0,24,0,0
Foks,453|584,9761,8536,8371,0,497,0,0,0,2,0,0
Foks,457|599,6360,5598,5520,0,356,0,0,0,20,0,0
Foks,437|572,9761,8695,8071,499,648,250,0,23,105,0,0
Foks,460|579,9740,10130,8190,0,927,0,0,0,0,0,0
Foks,466|578,9761,10920,0,0,685,0,1245,0,26,0,0
Foks,426|566,9741,9594,9433,0,533,0,0,0,12,0,0
Foks,470|578,9761,13312,0,0,618,0,1000,0,21,0,0
Foks,456|576,9761,10910,0,0,955,0,1200,0,64,0,0
Foks,462|579,9761,10026,8055,0,1156,0,0,0,24,0,0
Foks,434|568,9741,10280,9208,0,472,0,0,0,23,0,0
Foks,464|566,9994,981,0,3147,263,151,0,320,10,0,2
Foks,457|561,9761,8218,8801,133,603,57,0,5,28,0,0
Foks,439|562,10104,16592,1704,0,1040,0,0,0,18,0,0
Foks,443|569,9398,1000,0,1358,173,640,0,269,8,0,3
Foks,446|593,6106,8161,5878,0,456,0,0,0,20,0,0
Foks,425|572,9549,10076,9504,0,423,0,0,0,16,0,0
Foks,429|578,3620,4498,1955,0,455,0,0,0,24,0,0
Foks,454|599,3946,4343,4016,0,329,0,0,0,24,0,0
Foks,427|570,9761,12483,0,0,890,0,1000,0,18,0,0
Foks,453|596,7159,6213,6272,0,412,0,0,0,23,0,0
Foks,445|569,9389,1000,0,7284,160,2156,0,400,4,0,0
Foks,438|581,9745,8689,8462,0,496,0,0,0,1,0,0
Foks,459|570,9761,9417,6627,500,1000,300,0,20,100,0,0
Foks,448|580,9745,8797,7932,0,355,0,0,0,5,0,0
Foks,461|580,9741,10467,0,442,264,221,1200,21,88,0,0
Foks,463|574,9761,9884,8704,0,945,0,0,0,25,0,0
Foks,517|598,312,0,0,0,0,0,0,0,0,0,0
Foks,482|555,10237,8520,4718,0,446,0,979,0,18,1,0
Foks,481|554,11579,4253,3354,0,431,0,0,0,4,0,0
Foks,478|552,10237,9358,4893,0,445,0,781,0,23,1,0
Foks,480|554,10237,2796,0,937,154,250,0,59,9,0,0
Foks,463|561,9761,12020,0,487,436,224,1110,19,102,0,0
Foks,464|561,9761,9515,1357,500,500,250,1052,20,105,0,0
Foks,461|561,9761,1083,0,3537,222,376,0,230,7,0,2
Foks,463|559,9761,11564,0,488,523,254,1200,20,99,0,0
Foks,473|558,9631,0,0,0,0,0,0,0,8,0,0
Foks,482|568,9994,9233,4905,0,473,0,1100,0,58,0,0
Foks,469|564,9902,8661,4612,0,968,0,1155,0,30,0,0
Foks,475|558,9994,10682,2445,0,355,0,947,0,15,0,0
Foks,516|588,9994,12556,0,0,410,0,1118,0,21,0,0
Foks,508|600,9550,1000,0,3386,122,2467,0,622,1,0,6
Foks,517|599,10400,682,0,2052,11,1434,0,100,6,0,1
Foks,518|597,5890,1000,0,0,119,134,0,80,2,0,2
Foks,524|594,1165,1022,0,100,103,0,0,0,0,0,0
Foks,516|596,5528,1000,0,1812,170,760,0,150,5,0,4
Foks,516|594,4600,1031,51,294,105,142,0,120,5,0,0
Foks,525|596,1643,1010,509,309,179,187,0,0,0,0,0
Foks,518|587,9994,11485,1117,0,410,0,1015,0,21,0,0
Foks,521|592,9761,10824,5635,0,424,0,500,0,21,0,0
Foks,520|602,9606,3359,3619,0,369,0,500,0,20,0,0
Foks,527|599,9550,9310,8327,0,854,0,0,0,20,0,0
Foks,529|603,7804,7242,7784,0,973,0,0,0,20,0,0
Foks,519|583,9955,10006,5509,0,973,0,493,0,8,0,0
Foks,510|587,10378,1000,0,1180,216,15,0,0,5,0,0
Foks,523|589,10068,10134,3106,0,491,0,985,0,30,0,0
Foks,526|596,6014,6951,4540,0,410,0,0,0,20,0,0
Foks,503|599,9761,8911,7591,0,309,0,500,0,23,0,0
Foks,502|599,9761,10770,4641,0,2430,0,0,0,16,0,0
Foks,528|600,2654,2595,2228,0,465,0,0,0,0,0,0
Foks,517|586,9741,10083,9431,0,450,0,0,0,20,0,0
Foks,522|578,11145,5405,1065,0,500,0,299,0,0,0,0
Foks,504|600,9761,9567,9851,0,365,0,0,0,20,0,0
Foks,508|588,9881,10000,4212,0,485,0,899,0,8,0,0
Foks,527|602,4794,1557,611,0,150,0,10,0,0,0,0
Foks,523|601,9549,10279,9210,0,345,0,0,0,20,0,0
Foks,505|588,9761,8725,4832,0,486,0,1003,0,15,0,0
Foks,526|593,9740,10421,9050,0,453,0,0,0,16,0,0
Foks,525|582,9902,11229,7215,0,950,0,0,0,9,0,0
Foks,504|606,4150,2960,3460,0,455,0,0,0,23,0,0
Foks,518|586,9994,10851,5546,0,476,0,493,0,12,0,0
Foks,525|585,9994,950,0,301,121,438,0,205,5,0,0
Foks,516|591,10311,7888,2079,0,910,0,500,0,21,0,0
Foks,519|596,10375,7333,3847,0,928,0,500,0,21,0,0
Foks,510|589,2576,3465,1983,0,505,0,0,0,0,0,0
Foks,516|598,2449,2224,1298,0,455,0,0,0,0,0,0
Foks,515|585,9994,9067,7286,0,458,0,497,0,21,1,0
Foks,473|565,11420,915,0,1161,183,50,0,290,7,0,0
Foks,515|594,5931,6521,6035,0,872,0,0,0,20,0,0
Foks,518|596,1319,385,294,0,4,0,0,0,0,0,0
Foks,517|597,690,155,3,0,0,0,0,0,0,0,0
Foks,516|595,9761,9070,7139,0,910,0,400,0,10,0,0
Foks,513|594,3991,2927,3832,0,443,0,0,0,25,0,0
Foks,515|596,8729,8067,7796,0,905,0,0,0,7,0,0
Foks,482|563,9994,9643,4995,0,742,0,1000,0,20,0,0
Foks,494|591,9744,13003,0,0,640,0,1000,0,16,0,0
Foks,495|601,7619,9626,8153,0,297,0,0,0,20,0,0
Foks,485|589,9398,9000,9011,0,1162,0,0,0,20,0,0
Foks,479|587,9750,9530,3059,0,782,0,1000,0,25,0,0
Foks,482|594,9740,9236,6417,0,1004,0,0,0,3,0,0
Foks,489|600,9741,8155,6082,0,455,0,0,0,7,0,0
Foks,490|590,9570,9875,9834,0,311,0,0,0,20,0,0
Foks,470|563,9902,959,0,1508,201,59,0,289,10,0,0
Foks,535|554,10245,663,0,14,308,118,9,14,10,0,0
Foks,529|558,10587,6579,4532,0,955,0,903,0,23,1,0
Foks,533|554,11738,3275,2010,0,500,0,400,0,5,1,0
Foks,531|559,10587,9742,5655,0,955,0,500,0,8,1,0
Foks,533|555,10460,947,0,0,195,25,0,0,0,0,1
Foks,532|559,10033,1000,0,472,12,36,0,0,4,1,2
Foks,512|577,10661,10259,3636,0,897,0,750,0,15,0,0
Foks,509|560,11145,3975,998,0,481,0,489,0,14,0,0
Foks,511|575,10375,9975,5061,0,288,0,760,0,6,0,0
Foks,499|565,10587,9417,5938,0,1000,0,500,0,20,0,0
Foks,504|560,10587,8174,4957,0,458,0,985,0,20,0,0
Foks,502|566,10311,8345,4112,0,1000,0,1000,0,12,0,0
Foks,517|571,10058,9845,3479,0,423,0,1000,0,4,0,0
Foks,512|568,9994,1000,0,516,119,283,0,0,6,0,0
Foks,512|567,9994,8263,5280,0,467,0,1000,0,8,1,0
Foks,522|570,10237,9726,8281,0,1100,0,0,0,20,0,0
Foks,521|571,10237,9992,3439,0,455,0,996,0,21,0,0
INoXchOI,474|547,8125,5261,1194,0,294,204,952,0,143,0,0
INoXchOI,481|544,8612,1765,349,5626,129,2151,179,376,34,0,2
INoXchOI,476|544,8612,11000,3596,73,261,30,869,0,14,1,0
INoXchOI,475|543,9954,2847,1602,0,164,289,467,3,91,0,0
INoXchOI,475|542,8612,2355,472,3290,131,977,436,195,33,0,3
INoXchOI,471|548,8612,7664,1603,78,336,197,1047,41,248,1,1
INoXchOI,470|546,8612,2071,1791,2658,124,1140,360,168,30,0,3
INoXchOI,453|563,8612,6108,1694,261,3308,289,774,1,81,0,0
INoXchOI,452|563,8612,10999,4802,571,224,319,690,0,89,0,1
INoXchOI,453|561,8612,9429,7222,173,183,0,579,0,71,0,1
INoXchOI,454|562,8612,8603,5026,1271,249,362,825,111,66,0,2
INoXchOI,450|563,8612,9822,6026,554,215,289,714,0,90,0,1
INoXchOI,490|553,9954,3941,744,0,160,192,516,0,88,0,0
INoXchOI,474|541,8612,5445,1689,0,376,315,1190,0,183,1,0
INoXchOI,456|572,8612,8701,4046,517,223,0,336,0,123,0,0
INoXchOI,473|554,8612,9798,2619,98,260,316,862,0,208,1,0
INoXchOI,472|561,8612,9887,2922,316,264,232,848,0,135,0,2
INoXchOI,453|568,8612,9871,2961,0,237,204,759,44,206,0,0
INoXchOI,452|570,8612,9759,2032,227,267,331,889,44,183,0,1
INoXchOI,475|560,8612,1919,350,2161,120,1218,335,157,27,0,1
INoXchOI,473|559,8612,1949,400,3580,111,1370,340,223,39,0,1
INoXchOI,470|558,8612,528,100,7269,78,2145,133,376,40,0,5
INoXchOI,470|562,8612,1997,400,2412,110,1354,345,215,40,0,3
INoXchOI,472|559,8612,1720,331,1965,95,828,306,73,40,0,2
INoXchOI,469|562,8612,1835,350,1212,111,900,316,93,50,0,4
INoXchOI,454|566,8612,155,50,9000,36,1767,181,400,29,0,5
INoXchOI,452|565,8612,10640,2140,1168,252,302,684,0,144,0,1
INoXchOI,453|565,8612,6720,1543,1084,380,282,1215,111,250,0,1
INoXchOI,471|564,8612,10458,3494,86,284,350,881,0,216,1,2
INoXchOI,451|562,8612,9694,3164,491,240,250,690,0,165,0,1
INoXchOI,472|562,8612,7800,4041,2336,213,262,690,0,73,0,1
INoXchOI,470|556,8612,2106,568,6337,126,1674,307,289,37,0,3
INoXchOI,477|558,8612,10804,3777,95,248,229,795,0,39,1,0
INoXchOI,473|546,8612,1911,392,5183,116,1560,342,318,34,0,6
INoXchOI,474|544,8352,1574,294,948,86,283,273,44,9,0,2
killerDim,465|533,10049,9402,9507,0,86,0,0,0,0,1,0
killerDim,464|543,10478,6350,5807,0,602,0,316,0,0,1,0
killerDim,454|551,9950,0,0,1610,40,97,0,45,0,1,8
killerDim,452|549,10042,0,0,811,0,89,0,18,0,0,8
killerDim,437|539,10385,7380,6209,312,146,0,998,0,0,0,2
killerDim,436|539,10079,9201,8204,0,654,0,401,0,0,0,3
killerDim,424|517,9976,6744,6629,915,20,0,1004,0,0,0,2
killerDim,442|550,10068,7239,6223,570,564,0,1010,0,0,0,2
killerDim,435|540,10132,7094,8892,495,29,0,794,0,0,0,1
killerDim,422|517,10001,7081,7281,154,285,0,875,2,0,0,2
killerDim,433|545,10297,5673,2808,86,48,0,981,0,731,0,2
killerDim,420|517,9962,6571,6378,1005,3241,0,0,4,0,0,1
killerDim,434|547,10297,4256,2661,1024,5,0,1328,0,522,0,5
killerDim,429|540,10030,7980,7405,560,190,0,674,0,0,0,1
killerDim,430|548,10273,4138,2469,1639,55,0,1221,1,590,0,2
killerDim,415|511,10025,8609,7949,2486,104,0,353,0,0,0,3
killerDim,413|524,9985,6596,4205,0,5494,0,0,14,0,0,0
killerDim,433|564,10495,7814,8627,181,25,0,610,0,0,1,2
killerDim,431|555,10297,7694,2551,0,39,173,605,0,719,0,2
killerDim,420|548,10297,8664,6450,0,46,0,152,0,0,1,1
killerDim,420|549,10876,7218,3554,0,10,302,905,0,367,0,1
killerDim,393|504,5296,2060,767,0,0,0,0,0,0,0,0
Marvable,471|541,10114,2326,2287,0,300,999,0,10,0,0,0
Marvable,454|540,9757,0,0,894,8,374,0,61,0,0,0
Marvable,449|540,7238,0,0,715,10,360,0,85,0,1,0
Marvable,458|545,9771,0,0,770,10,327,0,62,0,0,0
Marvable,454|541,11215,2708,2285,0,300,999,0,10,0,0,0
Marvable,454|544,9766,10043,9680,0,250,0,0,5,0,1,0
Marvable,453|544,9771,0,0,1586,10,320,0,93,0,0,1
Marvable,454|543,9835,0,0,590,10,320,0,60,0,0,0
Marvable,449|543,9692,0,0,6563,10,2500,0,375,0,0,2
Marvable,453|545,9771,0,0,2630,8,1866,0,159,0,0,1
Marvable,446|535,9728,0,0,1727,2,323,0,94,0,0,1
Marvable,446|539,10057,8525,8133,0,300,991,0,10,0,0,0
Marvable,448|544,10057,8254,7621,0,300,999,0,10,0,0,0
Marvable,455|535,9771,0,0,639,10,320,0,60,0,0,0
Marvable,454|537,9809,0,0,4670,10,2500,7,376,0,0,0
Marvable,444|552,10057,8607,8519,0,249,727,0,10,0,0,0
Marvable,445|551,10057,8559,8592,0,249,841,0,10,0,0,0
Marvable,446|554,10057,8582,8554,0,300,994,0,10,0,0,0
Marvable,443|551,10057,7418,7402,0,300,999,0,10,0,0,0
Marvable,439|553,10006,8406,8408,0,300,999,0,10,0,0,0
Marvable,437|553,10057,8440,8474,0,300,999,0,10,0,0,0
Marvable,439|551,10057,8334,8311,0,279,421,0,10,0,0,0
Marvable,437|550,10057,8324,8304,0,299,400,0,10,0,0,0
Marvable,439|555,10057,8185,8216,0,300,999,0,10,0,0,0
Marvable,447|552,10057,8213,8214,0,300,999,0,10,0,0,0
Marvable,442|560,10057,7685,7659,0,249,447,0,10,0,0,0
Marvable,440|563,10057,7534,7525,0,300,999,0,10,0,0,0
Marvable,438|551,9771,0,0,639,4,396,0,63,0,0,0
Marvable,426|552,10057,8577,8577,0,300,999,0,10,0,0,0
Marvable,422|547,10006,7818,7773,0,300,999,0,10,0,0,0
Marvable,423|545,10057,8585,8573,0,300,998,0,10,0,0,0
Marvable,432|562,9993,8721,8686,0,300,999,0,10,0,0,0
Marvable,430|555,9993,8051,8023,0,300,999,0,10,0,0,0
Marvable,431|569,10057,7729,7716,0,300,999,0,10,0,0,0
Marvable,414|548,7423,0,0,863,10,470,0,122,0,1,0
Marvable,423|560,9735,8039,7994,0,300,997,0,10,0,0,0
Marvable,416|551,9771,0,0,8306,10,2314,0,375,0,0,1
Marvable,424|541,9835,0,0,9705,10,2262,0,375,0,0,0
Marvable,419|538,9835,0,0,590,10,342,0,61,0,0,0
Marvable,422|531,9835,0,0,726,10,400,0,74,0,0,0
Marvable,419|530,9835,0,0,590,10,320,0,60,0,0,0
Marvable,418|527,9835,0,0,1972,7,1025,0,179,0,0,0
Marvable,421|559,9757,8035,8019,0,295,857,0,10,0,0,0
Marvable,407|543,9771,8629,8630,0,224,280,0,10,0,0,0
Marvable,406|536,9771,8042,8043,0,300,999,0,10,0,0,0
Marvable,412|554,9771,8610,8625,0,300,999,0,10,0,0,0
Marvable,430|573,9771,8173,8176,0,221,420,0,10,0,0,0
Marvable,417|561,9682,8669,8661,0,246,280,0,10,0,0,0
Marvable,420|567,9771,0,0,7041,10,2275,0,375,0,0,0
Marvable,409|557,9771,0,0,590,10,320,0,60,0,0,0
Marvable,404|538,9735,7394,7403,0,249,490,0,10,0,0,0
Marvable,402|534,9745,0,0,761,4,428,0,57,0,0,0
Marvable,396|507,9771,7980,8021,0,255,280,0,10,0,0,0
Marvable,403|533,9771,8509,8489,0,300,999,0,10,0,0,0
Marvable,400|515,9771,7992,7959,0,300,999,0,10,0,0,0
Marvable,403|516,9771,8006,8018,0,300,999,0,10,0,0,0
Marvable,416|510,10057,7951,7930,0,299,537,0,10,0,0,0
Marvable,410|525,10057,7989,7965,0,300,999,0,10,0,0,0
Marvable,415|503,10057,8104,7830,0,299,280,0,10,0,0,0
Marvable,403|524,9863,8014,8025,0,300,999,0,10,0,0,0
Marvable,404|520,9809,8602,8568,0,299,962,0,10,0,0,0
Marvable,413|523,9771,0,0,761,8,423,0,65,0,0,0
Marvable,412|528,9834,0,0,972,11,420,0,92,0,0,0
Marvable,413|508,10057,7804,7776,0,249,400,0,10,0,0,0
Marvable,476|560,9771,0,0,639,8,387,0,63,0,0,0
Marvable,475|561,7423,0,0,658,10,360,0,84,0,1,0
Marvable,477|562,10057,7390,7352,0,300,999,30,10,0,0,0
Marvable,473|561,9766,5775,5588,0,250,0,0,5,0,1,0
