Игрок;Координаты;Очки;Копья;Мечи;Топоры;Лазы;ЛК;ТК;Тараны;Каты;Пал;Двор
Mastak;487|510;9835;1;2;8293;150;2400;1;400;12;0;0
Mastak;445|448;9311;1;1;3319;100;1389;0;249;0;0;0
Mastak;441|558;10563;7953;7931;0;350;261;0;1;0;0;0
Mastak;444|451;9873;1649;1665;0;250;3;3;5;0;0;0
Mastak;443|446;9835;1;1;3020;100;1329;0;266;0;0;0
Mastak;436|559;10971;8338;8330;0;398;3;3;5;0;0;0
Mastak;443|442;9835;1799;1842;0;250;3;3;5;0;0;0
Mastak;436|560;9811;9406;9402;0;347;3;3;5;0;0;0
Mastak;442|444;9734;1667;1666;0;250;3;3;5;0;0;0
Mastak;433|557;10971;8969;8983;0;440;3;4;5;0;0;0
Mastak;431|439;10495;1;1;5064;150;2400;0;400;0;0;0
Mastak;444|450;10034;1;1;3942;100;1394;0;270;0;1;0
Mastak;442|452;10718;1976;1983;0;250;3;3;5;0;0;0
Mastak;444|449;9835;2091;2089;0;250;3;3;5;0;0;0
Mastak;429|555;10971;9107;9108;0;385;3;5;5;0;0;0
Mastak;447|452;10040;1950;1960;0;250;3;3;5;0;0;0
Mastak;445|454;11336;2027;2029;0;250;3;3;5;0;0;0
Mastak;444|443;9976;1749;1735;0;250;3;3;5;0;0;0
Mastak;425|545;10252;9016;8996;0;415;3;4;5;0;0;0
Mastak;441|444;9899;1896;1867;0;250;3;3;5;0;0;0
Mastak;420|447;9873;0;0;0;0;0;0;0;0;0;0
Mastak;438|556;10971;1;1;6712;150;2400;0;400;0;0;0
Mastak;440|558;10269;8930;8930;0;409;3;3;5;0;0;0
Mastak;431|450;10636;1;1;633;40;330;0;98;0;0;0
Mastak;431|451;10155;1;1;627;20;320;0;60;0;0;0
Mastak;428|449;10495;2124;2153;0;250;3;3;5;0;0;0
Mastak;436|457;10160;1750;1712;0;250;3;3;5;0;0;0
Mastak;435|454;10224;1499;1513;0;250;3;3;5;0;0;0
Mastak;434|450;10019;1;1;3477;111;1553;0;380;0;0;0
Mastak;432|452;10542;1605;1598;0;250;78;3;5;0;0;0
Mastak;431|447;9849;838;834;0;250;3;3;5;0;0;0
Mastak;438|436;9533;464;450;0;250;3;0;5;0;0;0
Mastak;424|449;9763;1;1;1410;96;1373;0;197;0;0;0
Mastak;429|444;10014;1;1;3400;120;1640;0;400;0;0;0
Mastak;439|452;9854;1954;1946;0;250;24;3;5;0;0;0
Mastak;429|452;9995;1;1;70;20;30;0;11;0;0;0
Mastak;436|454;10160;1747;1729;0;250;3;3;5;0;0;0
Mastak;431|556;10786;8230;8158;0;349;74;0;1;0;0;0
Mastak;439|561;9713;8738;8704;0;348;0;0;1;0;0;0
Mastak;445|442;10748;1339;1333;0;250;3;3;5;0;0;0
Mastak;422|549;10094;8045;7733;0;333;3;3;5;0;0;0
Mastak;423|447;10133;2232;2235;0;250;3;3;5;0;0;0
Mastak;432|438;10160;1;1;4864;150;2294;0;400;0;0;0
Mastak;426|560;10430;9047;9046;0;413;0;5;0;5;0;0
Mastak;448|429;11261;1063;1068;0;439;3;3;5;0;0;0
Mastak;432|440;10066;1993;2015;0;250;3;3;5;0;0;0
Mastak;442|562;10971;8358;8380;0;935;3;3;5;0;0;0
Mastak;437|521;10559;1;1;8099;150;2400;0;675;0;0;0
Mastak;439|521;10280;8915;8978;0;520;0;0;0;0;0;0
Mastak;436|518;10737;8803;8834;0;972;3;3;5;0;0;0
Mastak;455|550;10524;8924;8925;0;349;0;0;0;0;0;0
Mastak;435|526;10705;1;1;5559;150;2400;8;400;0;0;0
Mastak;431|519;10806;1;1;405;150;2400;0;65;0;0;0
Mastak;430|515;10838;1;1;7895;150;2400;0;400;0;0;0
Mastak;430|524;10536;8945;8910;0;471;0;0;0;0;0;0
Mastak;438|527;10330;1;1;1334;150;2400;0;206;0;0;0
Mastak;448|521;10232;9169;9177;0;619;0;0;1;0;0;0
Mastak;446|520;10971;8682;8691;0;972;3;3;5;0;0;0
Mastak;473|511;10845;1;1;6717;150;2400;0;400;0;0;0
Mastak;430|453;10160;1;1;521;20;280;0;81;0;0;0
Mastak;476|512;11565;9175;9386;0;498;0;0;0;0;0;0
Mastak;468|511;10601;111;1;6189;146;2347;0;398;0;0;0
Mastak;509|514;9889;3733;3707;0;250;3;5;5;0;1;0
Mastak;466|513;11550;9470;9475;0;470;3;3;5;0;0;0
Mastak;429|446;9835;1954;1982;0;250;3;3;5;0;0;0
Mastak;450|443;10086;1990;1986;0;250;3;3;5;0;0;0
Mastak;464|508;10780;0;0;5405;56;2023;0;357;0;0;0
Mastak;448|444;10330;1616;1629;0;250;3;3;5;0;0;0
Mastak;472|503;11023;2642;2598;0;250;3;3;5;0;0;0
Mastak;463|516;10402;5370;9197;0;480;0;0;0;0;0;0
Mastak;474|490;9835;1;1;7041;101;784;0;394;0;0;0
Mastak;472|504;10587;164;1;7390;150;2400;0;400;0;0;0
Mastak;474|511;10550;9068;9439;0;240;0;5;2;18;0;0
Mastak;470|516;10247;1;1;3229;150;2390;0;247;0;0;0
Mastak;467|515;9764;9755;9758;0;480;3;0;5;0;0;0
Mastak;466|498;10495;1;1;6701;125;1983;0;400;0;0;0
Mastak;475|504;10209;41;20;5231;150;2400;3;400;0;0;0
Mastak;507|514;9976;1;1;6545;150;2400;0;400;0;0;0
Mastak;431|452;10306;1;1;571;20;306;0;66;0;0;0
Mastak;489|492;10718;6217;6195;0;434;3;5;5;0;0;0
Mastak;490|493;10971;700;700;0;921;3;164;5;0;0;0
Mastak;492|511;10971;1;1;7876;150;2373;0;400;0;0;0
Mastak;515|516;10744;1;1;7975;150;2380;0;400;0;0;0
Mastak;507|509;10032;1;1;12000;103;1511;0;400;0;0;0
Mastak;474|506;12154;1;1;8845;146;2379;0;400;0;0;0
Mastak;430|523;10362;9196;9193;0;935;3;3;5;0;0;0
Mastak;491|497;12313;2864;4152;0;33;0;127;5;0;0;0
Mastak;456|515;10542;1;1;5131;150;2400;0;384;0;0;0
Mastak;471|513;11824;6193;6240;0;381;3;3;5;0;0;0
Mastak;490|510;10474;1;1;3250;110;1636;0;400;0;0;0
Mastak;474|519;12259;4819;4792;0;250;3;184;5;0;0;0
Mastak;438|519;10673;1;1;1274;150;2400;0;195;0;0;0
Mastak;450|527;11492;3184;2763;0;350;0;2;0;0;0;0
Mastak;471|505;10565;1;1;5816;107;1672;0;286;0;0;0
Mastak;418|561;10971;1;1;7769;150;2400;0;400;0;0;0
Mastak;506|515;10623;1;1;3158;105;1648;0;315;0;0;0
Mastak;399|520;10107;7439;8074;0;891;0;0;0;0;0;0
Mastak;414|557;10971;1;1;7769;150;2400;0;400;0;0;0
Mastak;415|564;10838;1;1;6376;150;2400;0;400;0;0;0
Mastak;397|523;10539;1;1;7563;150;2400;0;400;0;0;0
Mastak;398|451;3993;0;0;0;0;0;0;0;0;0;0
Mastak;435|517;10098;7834;8329;0;377;31;0;0;0;0;0
Mastak;473|498;10311;1;1;8097;150;2400;0;400;0;0;0
Mastak;475|500;9527;1;1;7461;136;2027;0;361;0;0;0
Mastak;493|507;10838;10419;10400;0;59;0;5;5;5;1;0
Mastak;465|492;10495;1;1;8240;150;2400;0;400;0;0;0
Mastak;447|524;10232;8451;8619;0;400;0;0;1;0;0;0
Mastak;472|459;11819;1;1;10915;150;1630;0;400;0;0;0
Mastak;493|505;10838;1;1;7867;150;2300;0;400;0;0;0
Mastak;487|499;10838;356;1;5819;114;660;0;400;0;0;0
Mastak;487|469;9976;1;1;11525;54;821;0;186;0;0;0
Mastak;492|506;9835;8;1;6968;131;1150;0;400;0;0;0
Mastak;476|492;10165;2038;2067;0;291;3;3;5;0;0;0
Mastak;441|531;10280;8430;8698;0;535;0;0;1;0;0;0
Mastak;469|500;10484;1;1;6519;122;1956;0;325;0;0;0
Mastak;478|511;12075;5;1;7597;150;2400;0;400;0;0;0
Mastak;481|505;10971;1;1;5818;150;2400;0;400;0;0;0
Mastak;436|440;10142;1882;1899;0;250;3;3;5;0;0;0
Mastak;474|500;10319;3466;3444;0;327;3;3;5;0;0;0
Mastak;471|500;10118;1;1;7855;112;722;0;400;0;0;0
Mastak;472|499;9361;3480;3440;0;498;3;3;5;0;0;0
Mastak;470|500;10542;1;1;8113;150;2400;0;400;0;0;0
Mastak;463|507;8702;1;1;3300;109;1623;0;361;0;0;0
Mastak;468|499;8579;3848;3852;0;3;3;0;2;0;0;0
Mastak;470|495;10414;4452;4427;0;250;3;3;5;0;0;0
Mastak;456|499;11163;2839;2847;0;250;3;3;5;0;0;0
Mastak;437|525;10705;8936;8744;0;400;0;0;0;0;0;0
Mastak;465|495;10426;3225;3181;0;468;3;3;5;0;0;0
Mastak;440|441;10838;1589;1570;0;250;3;3;5;0;0;0
Mastak;461|498;9370;1;1;2;0;2010;0;336;0;0;0
Mastak;469|494;10477;3673;3650;0;499;3;3;5;0;0;0
Mastak;465|497;10441;3220;3198;0;347;3;3;5;0;0;0
Mastak;455|500;10234;5055;5049;0;495;3;3;5;0;0;0
Mastak;458|500;10209;1;1;6780;150;2400;0;400;0;0;0
Mastak;457|498;10237;1;1;8297;150;2400;0;400;0;0;0
Mastak;456|498;10263;1;1;4702;150;2400;0;400;0;0;0
Mastak;455|498;10337;4222;4216;0;420;3;3;5;0;0;0
Mastak;456|500;9807;3563;3560;0;250;3;3;5;0;0;0
Mastak;491|490;10971;5282;5869;0;461;3;5;5;0;0;0
Mastak;486|468;10728;1;1;7856;150;2384;0;400;0;0;2
Mastak;481|513;10365;3390;3363;0;250;3;3;5;0;0;0
Mastak;450|503;10476;1;1;4565;150;2175;0;400;0;0;0
Mastak;483|512;10495;2085;2082;0;250;3;3;5;0;0;0
Mastak;482|510;9767;3402;3397;0;250;3;3;5;0;0;0
Mastak;449|508;9857;2361;2357;0;250;3;3;5;0;0;0
Mastak;444|508;10636;3051;3045;0;250;3;3;5;0;0;0
Mastak;443|511;9105;2989;2969;0;250;3;3;5;0;0;0
Mastak;442|508;9890;2271;2309;0;250;3;3;5;0;0;0
Mastak;441|495;10495;2698;2690;0;250;3;3;5;0;0;0
Mastak;439|510;9965;3320;2994;0;250;3;3;5;0;0;0
Mastak;437|507;9468;1891;1911;0;250;3;3;5;0;0;0
Mastak;436|506;9841;3227;3221;0;250;43;3;5;0;0;0
Mastak;436|504;9841;9;1;4451;148;2303;0;400;0;0;0
Mastak;438|506;9795;2147;2150;0;250;3;3;5;0;0;0
Mastak;436|491;10495;3041;3043;0;250;3;3;5;0;0;0
Mastak;435|504;9841;3835;3810;0;250;3;3;5;0;0;0
Mastak;434|505;9841;3175;2890;0;250;3;3;5;0;0;0
Mastak;434|506;9816;3169;1182;0;250;3;3;5;0;0;0
Mastak;435|447;10452;350;319;0;250;3;3;5;0;0;0
Mastak;435|445;10310;350;321;0;250;3;3;5;0;0;0
Mastak;433|445;10257;1;1;1295;150;0;0;0;0;0;0
Mastak;436|447;10542;1678;1643;0;250;3;3;5;0;0;0
Mastak;432|444;10542;1866;1821;0;250;3;3;5;0;0;0
Mastak;437|455;10542;1900;1900;0;250;3;3;5;0;0;0
Mastak;438|439;10083;1;1;3050;100;1563;0;400;0;0;0
Mastak;424|452;10030;1613;1583;0;250;3;3;5;0;0;0
Mastak;427|447;9163;1436;1441;0;250;3;3;5;0;0;0
Mastak;426|444;9821;2546;2499;0;250;3;3;5;0;0;0
Mastak;424|445;9821;2414;2378;0;250;3;3;5;0;0;0
Mastak;444|454;10452;962;971;0;250;3;3;5;0;0;0
Mastak;425|442;9965;1520;1547;0;250;3;3;5;0;0;0
Mastak;424|442;10160;2410;2413;0;250;3;3;5;0;0;0
Mastak;423|445;9656;950;955;0;250;3;3;5;0;0;0
Mastak;419|448;10542;1965;1983;0;250;24;3;5;0;0;0
Mastak;436|445;10160;1669;1651;0;250;3;3;5;0;0;0
Mastak;435|444;10160;1513;1527;0;250;3;3;5;0;0;0
Mastak;407|448;9981;11;8;1964;58;868;0;201;0;0;0
Mastak;396|521;10838;6641;6627;0;984;3;3;5;0;0;0
Mastak;396|514;10559;1;1;1287;150;2400;0;198;0;0;0
Mastak;396|524;10559;8452;8053;0;604;0;0;0;0;0;0
Mastak;434|447;8972;1266;1266;0;250;3;3;5;0;0;0
Mastak;397|503;10795;7988;7981;0;538;3;3;5;0;0;0
Mastak;409|558;9587;8245;8271;0;328;3;0;5;0;0;0
Mastak;423|572;10838;7909;7926;0;685;3;3;5;0;0;0
Mastak;408|449;9818;2000;1990;0;250;3;3;5;0;0;0
Mastak;400|453;9976;1441;1450;0;250;3;3;5;0;0;0
Mastak;491|511;10636;1;1;7831;150;2400;0;400;0;0;0
Mastak;462|492;10971;120;22;6966;128;1192;0;400;0;0;0
Mastak;479|507;11461;9504;9458;0;278;3;3;5;0;0;0
Mastak;441|447;10728;1;1;3014;100;1461;0;342;0;0;0
Mastak;490|470;10636;1;1;10095;118;1895;0;396;0;0;0
Mastak;399|513;10559;1;1;6676;150;2400;0;400;0;0;0
Mastak;483|464;10838;1201;1231;7589;964;1462;0;400;0;0;0
Mastak;481|510;10765;0;0;7277;146;40;0;390;0;0;0
Mastak;456|505;9755;1;1;8529;150;2362;0;400;0;0;0
Mastak;485|507;10838;8895;8879;0;72;0;5;5;0;0;0
Mastak;472|455;13161;1;1;2672;80;1269;0;380;0;0;0
Mastak;469|503;10971;7101;7086;0;529;0;5;5;0;0;0
Mastak;476|499;10495;4764;4773;0;341;3;3;5;0;0;0
Mastak;478|500;10125;0;0;7401;0;2022;0;360;0;0;0
Mastak;439|520;10045;8778;8737;0;341;0;0;0;0;0;0
Mastak;468|509;10157;1;1;8240;150;2400;0;400;0;0;0
Mastak;478|508;12154;1;1;7612;150;2400;0;400;0;0;0
Mastak;488|500;10838;1;1;6389;140;2218;0;400;0;0;0
Mastak;459|503;10443;1;1;5025;150;2242;0;400;0;0;0
Mastak;459|502;9898;4643;4568;0;496;3;3;5;0;0;0
Mastak;421|551;10971;1;1;3901;118;1883;7;400;0;0;0
Mastak;490|466;10336;1;1;10871;141;1761;0;400;0;0;0
Mastak;479|510;11494;2552;2584;0;250;3;3;5;0;0;0
Mastak;482|506;10971;8404;8421;0;5;0;5;5;0;0;0
Mastak;459|505;9474;2880;2907;0;250;3;3;5;0;0;0
Mastak;487|506;9375;1;1;1344;115;1610;0;120;0;0;0
Mastak;468|510;9940;3726;3722;0;250;3;3;5;0;0;0
Mastak;417|501;10060;7638;7277;0;787;0;0;0;0;0;0
Mastak;440|520;10434;7856;7824;0;664;3;0;5;0;0;0
Mastak;486|506;10495;1;1;8240;150;2400;0;400;0;0;0
Mastak;446|445;10160;1;1;4603;133;2135;0;400;0;0;1
Mastak;425|450;9925;1;1;4009;133;2015;0;400;0;0;0
Mastak;495|507;13496;3400;3438;0;373;3;8;5;0;0;0
Mastak;443|529;10838;8882;8866;0;628;3;3;5;0;0;0
Mastak;432|454;10224;1;1;5676;120;1864;0;400;0;1;0
Mastak;493|495;10838;228;1;7936;146;2335;0;400;0;0;0
Mastak;483|500;10838;6288;6315;0;386;0;117;5;0;0;0
Mastak;495|510;10495;1;1;5588;150;2197;1;400;0;0;0
Mastak;474|516;11824;9226;9216;0;317;3;128;5;0;0;0
Mastak;507|490;11702;1;1;2001;12;0;0;251;0;0;0
Mastak;496|504;10971;1;1;7769;150;2400;0;400;0;0;0
Mastak;436|446;10428;332;300;0;250;3;3;5;0;0;0
Mastak;462|505;9727;1;1;393;130;2032;0;59;0;0;0
Mastak;473|517;12154;6118;6119;0;306;3;3;5;0;0;0
Mastak;459|494;11678;1;1;7981;150;2400;0;400;0;0;0
Mastak;486|501;10838;1;1;5559;150;2258;0;400;0;0;0
Mastak;493|510;10160;1;1;8632;106;1628;0;400;0;0;0
Mastak;462|491;12313;3039;3114;0;293;3;3;5;0;0;0
Mastak;432|437;11531;1;1;3290;103;1571;0;320;0;0;0
Mastak;435|448;10147;0;0;0;0;0;0;0;0;0;0
Mastak;468|498;10971;1;1;7781;150;2397;0;400;0;0;0
Mastak;413|517;10971;40;1;11126;142;2084;0;400;0;0;0
Mastak;460|493;11824;1;1;4845;150;2400;0;400;0;0;0
Mastak;474|512;11989;1;1;8628;73;1082;0;400;0;0;0
Mastak;473|518;12154;6233;6248;0;336;3;4;5;0;0;0
Mastak;473|456;11489;1;1;10868;142;1085;0;400;0;0;0
Mastak;478|457;12079;483;452;0;500;3;3;5;0;0;0
Mastak;438|444;9761;1;1;5374;127;2021;0;347;0;1;0
Mastak;522|517;10971;5;48;7718;150;2400;0;400;0;0;0
Mastak;464|601;8669;1;1;1389;40;520;0;112;0;0;0
Mastak;401|506;10426;1;1;1291;150;2300;0;199;0;0;0
Mastak;422|528;10245;8760;8217;0;321;0;0;0;0;0;0
Mastak;496|494;10838;1;1;6194;150;2400;0;400;0;0;0
Mastak;436|521;10705;8628;8591;0;676;3;3;5;0;0;0
Mastak;480|512;10971;1;1;7045;150;2400;0;400;0;0;0
Mastak;432|518;10475;7760;8423;0;376;3;0;5;0;0;0
Mastak;494|506;10636;1;1;9009;134;2206;0;400;0;1;0
Mastak;491|510;10971;1;1;5613;150;2348;0;400;0;0;0
Mastak;477|504;12154;8893;9337;0;429;3;3;5;0;0;0
Mastak;488|502;10971;1027;1;5593;150;2400;0;400;0;0;0
Mastak;523|512;12313;0;1;3040;500;560;46;76;0;0;0
Mastak;489|511;10838;8731;8758;0;323;0;5;5;0;1;0
Mastak;477|503;12154;9411;9418;0;464;3;3;5;0;0;0
Mastak;478|505;11824;6536;6500;0;561;3;3;5;0;0;0
Mastak;442|449;9995;1675;1705;0;250;3;3;5;0;0;0
Mastak;441|446;10542;1886;1877;0;250;3;3;5;0;0;0
Mastak;442|441;10160;1458;1453;0;250;3;3;5;0;0;0
Mastak;443|440;10160;1819;1795;0;250;3;3;5;0;0;0
Mastak;436|444;10330;1;1;3040;104;1476;0;369;0;0;0
Mastak;428|445;10160;2400;2369;0;250;3;3;5;0;0;0
Mastak;438|437;10333;1423;1408;0;250;27;3;5;0;0;0
Mastak;431|441;9995;1;1;1351;40;611;0;147;0;0;0
Mastak;429|443;9587;1;1;1381;60;936;0;173;0;0;0
Mastak;442|442;9821;400;1;3050;100;1540;0;285;0;0;0
Mastak;448|443;9769;1963;1965;0;250;3;3;0;0;0;0
Mastak;444|441;9821;1476;1467;0;250;3;3;0;0;0;0
Mastak;476|461;11725;1;1;11002;146;1615;0;400;0;0;0
Mastak;461|495;12154;6645;6664;0;373;3;3;5;0;1;0
Mastak;486|500;10971;386;1;7035;150;2400;8;400;0;0;0
Mastak;475|508;12154;1;1;2255;62;977;0;241;0;0;0
Mastak;485|501;10495;692;1;6746;150;2400;0;400;0;0;0
Mastak;503|490;9860;1;1;7626;150;2400;0;400;0;0;0
Mastak;440|449;10066;1828;1823;0;250;3;3;5;0;0;0
Mastak;440|450;9901;1;1;1629;56;638;0;180;0;0;0
Mastak;439|447;10005;1;1;3255;100;1591;0;380;0;0;0
Mastak;430|443;9901;1570;1596;0;250;3;3;5;0;0;0
Mastak;477|460;11819;1;1;9603;140;1963;0;400;0;0;0
Mastak;490|498;10838;9402;9390;0;476;0;0;1;0;0;0
Mastak;494|473;11901;54;1;1328;89;1224;0;386;0;0;0
Mastak;485|506;10838;1;1;6979;150;2400;0;400;0;0;0
Mastak;448|524;10838;1;1;5496;150;2400;0;400;0;0;0
Mastak;483|504;10257;2379;2381;0;250;3;3;5;0;0;0
Mastak;482|513;10290;2791;2766;0;250;3;3;5;0;0;0
Mastak;429|521;10417;7788;7932;0;542;3;0;1;0;0;0
Mastak;430|520;10705;7796;8242;0;868;0;0;0;0;0;0
Mastak;429|520;10147;8136;8323;0;521;0;0;0;0;0;0
Mastak;412|514;10269;8898;8866;0;674;0;0;0;0;0;0
Mastak;413|525;9991;7248;6900;0;665;0;0;0;0;0;0
Mastak;408|511;10838;8673;8436;0;361;0;0;0;0;0;0
Mastak;409|519;10027;8680;7919;0;884;0;0;0;0;0;0
Mastak;406|520;10342;8248;7481;0;775;0;0;0;0;0;0
Mastak;478|501;10971;5988;5983;0;300;3;5;5;0;0;0
Mastak;443|524;10838;9241;9221;0;334;3;7;5;0;0;0
Mastak;489|501;10838;9010;9037;0;5;0;5;5;0;1;0
Mastak;488|507;10838;7612;7601;0;385;25;5;5;0;0;0
Mastak;438|521;10653;8621;8782;0;354;0;0;0;0;0;0
Mastak;489|502;10971;1;1;6643;150;2400;0;400;0;0;0
Mastak;461|496;11824;9216;9227;0;250;3;3;5;0;0;0
Mastak;476|501;10838;1;1;5404;150;2151;0;400;0;0;0
Mastak;479|501;9340;0;0;7611;149;2248;0;399;0;0;0
Mastak;471|504;10971;1;1;7623;150;2400;0;400;0;0;0
Mastak;468|507;10786;1;1;7900;147;2312;0;399;0;0;0
Mastak;467|512;12154;1;1;5926;150;2400;0;400;0;0;0
Mastak;451|496;10971;1;1;3861;99;808;0;400;0;0;0
Mastak;450|499;10971;1;1;7769;150;2400;0;400;0;0;0
Mastak;449|498;10806;1;1;1321;150;2400;0;202;0;0;0
Mastak;448|494;10838;1;1;7496;150;2235;0;400;0;0;0
Mastak;492|508;10577;941;903;2972;188;1590;0;400;0;0;0
Mastak;434|522;10838;7800;8402;0;375;0;0;0;0;0;0
Mastak;493|506;10636;954;1;7230;149;2382;0;397;0;0;0
Mastak;493|496;10838;244;1;7299;150;2400;1;400;0;0;0
Mastak;521|491;11735;3780;3788;0;499;3;3;5;0;0;0
Mastak;455|502;10452;9514;9513;0;441;3;3;5;0;0;0
Megadjal;473|536;11253;4994;1155;178;278;30;471;14;52;1;0
Megadjal;473|535;10418;8071;2094;0;942;0;1500;14;0;1;0
Megadjal;467|532;10295;10000;3944;0;554;60;819;15;4;0;0
Megadjal;454|546;10178;0;0;5303;100;2788;0;600;0;0;4
Megadjal;449|562;10061;7632;3233;0;613;30;1044;12;70;0;0
Megadjal;450|562;9798;6585;4002;300;504;15;779;14;46;0;0
Megadjal;450|561;10452;0;0;5291;100;2760;0;650;0;1;4
Megadjal;450|564;9786;3964;2807;253;735;3;1242;11;33;0;0
Megadjal;447|566;10028;0;0;5356;100;2878;0;600;0;1;4
Megadjal;452|568;9964;0;0;7885;100;2500;0;400;0;1;4
Megadjal;450|565;9327;3925;2728;299;521;19;745;13;43;0;0
Megadjal;448|553;10067;0;0;5500;100;2802;0;630;0;1;4
Megadjal;445|557;10220;3210;1333;300;731;29;684;12;22;0;0
Megadjal;453|569;8618;8445;3116;299;306;45;729;3;43;0;0
Megadjal;447|567;10088;0;0;5300;100;2820;0;639;0;0;4
Megadjal;446|568;8936;0;0;5323;100;2881;0;610;0;0;4
Megadjal;446|566;8767;11409;4304;199;214;20;740;15;0;0;0
Megadjal;451|563;9568;0;0;5575;94;2895;0;650;0;0;0
Megadjal;446|567;5298;0;0;7711;75;3212;0;400;0;0;0
Megadjal;440|565;6821;4609;1581;184;609;89;839;13;20;0;0
Megadjal;444|566;6766;11372;1321;200;387;56;578;12;31;0;0
Megadjal;437|560;5568;0;0;6463;100;3102;0;632;0;0;0
Megadjal;443|571;6560;4825;1748;150;381;63;803;13;30;0;0
Megadjal;445|575;7699;9210;2119;300;399;87;820;13;21;0;0
Megadjal;435|566;7396;11023;2460;300;339;43;519;10;42;0;0
Megadjal;455|579;6966;11088;1922;300;243;73;1031;7;44;0;0
Megadjal;440|575;7289;7680;1374;152;503;40;711;10;20;0;0
Megadjal;459|587;6713;9881;2000;0;470;104;1039;11;0;0;0
Megadjal;463|591;7260;12070;2130;0;427;54;1076;10;0;0;0
Megadjal;463|588;6816;11358;2769;0;487;60;695;10;0;0;0
Megadjal;438|577;8862;0;0;6061;94;2764;0;562;0;0;4
Megadjal;425|574;5246;0;0;6251;100;3239;0;610;0;0;0
Megadjal;427|579;7163;12983;886;0;950;100;0;14;0;0;0
mirakses;457|549;10718;11191;3800;0;300;0;790;3;0;0;0
mirakses;456|549;10559;12488;1034;0;300;0;0;3;0;0;0
mirakses;452|556;10559;0;0;8000;300;2199;0;400;0;1;3
mirakses;450|557;10559;0;0;8000;300;2300;0;400;0;0;6
mirakses;452|558;10559;14780;2559;0;66;0;500;0;0;0;0
mirakses;445|556;10559;12222;1925;0;70;0;996;3;0;0;0
mirakses;430|539;10559;7875;5839;0;400;0;991;3;0;0;0
mirakses;418|543;10559;11675;8000;0;400;0;0;0;0;0;0
mirakses;498|573;11116;8147;2358;0;300;0;500;3;0;0;2
mirakses;494|578;10247;7259;7225;0;300;0;0;3;0;0;0
mirakses;500|570;10326;7491;7491;0;200;0;0;3;0;0;0
mirakses;500|576;10406;7824;7846;0;276;0;0;1;0;0;0
mirakses;497|579;10750;0;0;7969;300;916;0;399;0;0;0
mirakses;499|572;11456;6057;2120;0;500;0;0;2;0;0;0
mirakses;488|566;10247;5429;5460;0;285;0;0;3;0;1;0
mirakses;487|570;10247;1948;1910;0;324;0;0;3;0;0;0
mirakses;487|572;10247;7265;7266;0;300;0;0;3;0;0;0
mirakses;488|573;10004;8102;7656;0;293;0;0;0;0;0;0
mirakses;488|574;10285;6270;6284;0;210;0;0;3;0;0;0
mirakses;490|573;10247;6921;6921;0;274;0;0;3;0;0;0
mirakses;490|574;10247;8447;8413;0;200;0;0;5;0;0;0
mirakses;489|575;10247;6634;6643;0;217;0;0;16;0;0;0
mirakses;488|579;10247;7845;7004;0;295;0;10;2;0;0;2
mirakses;490|585;11100;1749;533;0;300;0;0;3;0;0;0
mirakses;488|582;10247;13396;3064;0;412;0;0;3;0;0;0
mirakses;487|567;10264;0;0;7975;300;1940;0;400;0;0;4
mirakses;490|586;10114;11635;6640;0;292;0;0;3;0;0;0
mirakses;501|589;10449;9901;8455;0;267;0;275;2;0;0;0
mirakses;493|587;10247;6767;5888;0;300;0;1000;3;0;0;0
mirakses;487|585;10294;0;0;8000;300;2297;0;400;0;0;4
mirakses;493|588;10252;12221;8276;0;233;0;0;67;0;0;0
mirakses;495|585;10247;12682;8539;0;218;0;0;3;0;0;0
mirakses;500|588;10247;6865;4186;0;251;201;477;3;0;0;0
mirakses;489|591;10247;9955;723;0;280;0;459;3;0;0;0
mirakses;502|593;10247;8790;8777;0;298;0;0;3;0;0;0
mirakses;506|594;10285;8725;8744;0;281;0;0;3;0;1;0
mirakses;494|562;10114;0;0;7986;300;2400;0;400;0;1;4
mirakses;502|596;10247;0;0;8000;300;1945;0;400;0;0;2
mirakses;495|600;10247;10760;8194;0;299;0;0;3;0;0;0
mirakses;531|596;10247;10000;10000;0;299;0;0;0;0;0;0
mirakses;475|579;10220;12289;7656;0;250;0;0;3;0;0;0
mirakses;438|583;9835;0;0;8000;300;2300;0;400;0;0;0
mirakses;456|596;10285;10999;9999;0;300;0;0;3;0;0;0
mirakses;491|603;10254;8718;8661;0;0;0;0;0;0;0;0
mirakses;493|562;10247;10000;10170;0;143;0;0;3;0;1;1
mirakses;493|563;10247;10000;9754;0;179;0;0;3;0;0;0
mirakses;494|558;10830;5225;3833;0;750;0;0;3;0;0;0
mirakses;490|564;10247;8501;8478;0;200;0;0;3;0;1;0
mirakses;491|564;10597;7840;7740;0;200;0;0;3;0;1;1
mirakses;488|568;10247;8714;6367;0;209;0;0;3;0;0;0
mirakses;490|568;10247;8044;8019;0;310;0;0;3;0;0;0
mirakses;420|512;9771;0;0;3450;0;1636;0;400;0;0;0
mirakses;492|558;10285;0;0;8000;300;2300;0;400;0;0;4
mirakses;490|560;11483;7573;7903;0;200;0;0;3;0;0;0
mirakses;490|559;11489;9519;8744;0;200;0;0;3;0;0;0
mirakses;489|561;11489;9953;9970;0;200;0;0;0;0;0;0
mirakses;487|563;11494;13713;6369;0;120;0;0;0;0;0;0
mirakses;486|564;11494;9725;9702;0;200;0;0;3;0;0;0
